,biocyc_id,regulator,regulator_biocyc_id,regulator_bigg_id,regulator_type,enzyme,reaction,mechanism,regulation_mode,ki,ki_unit
ECOLI:REG0-9501,ECOLI:REG0-9501,Pi,ECOLI:Pi,NA,compound,CPLX0-7695,GLUTAMIN-RXN,NA,-,NA,NA
ECOLI:REG0-9500,ECOLI:REG0-9500,MG+2,ECOLI:MG+2,NA,compound,CPLX0-7695,GLUTAMIN-RXN,NA,-,NA,NA
ECOLI:REG0-9499,ECOLI:REG0-9499,MN+2,ECOLI:MN+2,NA,compound,CPLX0-7695,GLUTAMIN-RXN,NA,-,NA,NA
ECOLI:REG0-15802,ECOLI:REG0-15802,GUANOSINE-5DP-3DP,ECOLI:GUANOSINE-5DP-3DP,NA,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-15800,ECOLI:REG0-15800,CPD0-2692,ECOLI:CPD0-2692,NA,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-15799,ECOLI:REG0-15799,CPD0-2690,ECOLI:CPD0-2690,NA,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-15798,ECOLI:REG0-15798,GDP,ECOLI:GDP,gdp,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-11364,ECOLI:REG0-11364,ADP,ECOLI:ADP,adp,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-11363,ECOLI:REG0-11363,IMP,ECOLI:IMP,imp,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-11360,ECOLI:REG0-11360,IODOACETAMIDE,ECOLI:IODOACETAMIDE,NA,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-11359,ECOLI:REG0-11359,CPD-7388,ECOLI:CPD-7388,NA,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-11358,ECOLI:REG0-11358,CPD0-1224,ECOLI:CPD0-1224,NA,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-11357,ECOLI:REG0-11357,CPD0-1627,ECOLI:CPD0-1627,NA,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-11356,ECOLI:REG0-11356,GMP,ECOLI:GMP,gmp,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-11355,ECOLI:REG0-11355,GMP,ECOLI:GMP,gmp,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7202,ECOLI:REG0-7202,AMP,ECOLI:AMP,NA,compound,PRPPAMIDOTRANS-CPLX,PRPPAMIDOTRANS-RXN,COMPETITIVE,-,360.0,&micro;mole
ECOLI:REG0-8044,ECOLI:REG0-8044,SER,ECOLI:SER,NA,compound,CPLX0-237,SERINE-O-ACETTRAN-RXN,NA,-,NA,NA
ECOLI:REG0-8043,ECOLI:REG0-8043,L-ALPHA-ALANINE,ECOLI:L-ALPHA-ALANINE,ala__L,compound,CPLX0-237,SERINE-O-ACETTRAN-RXN,NA,-,NA,NA
ECOLI:REG0-8042,ECOLI:REG0-8042,CYS,ECOLI:CYS,cys__L,compound,CPLX0-237,SERINE-O-ACETTRAN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8041,ECOLI:REG0-8041,GLY,ECOLI:GLY,gly,compound,CPLX0-237,SERINE-O-ACETTRAN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9535,ECOLI:REG0-9535,LI+,ECOLI:LI+,NA,compound,EG10043-MONOMER,325-BISPHOSPHATE-NUCLEOTIDASE-RXN,NA,-,NA,NA
ECOLI:REG0-9534,ECOLI:REG0-9534,CA+2,ECOLI:CA+2,NA,compound,EG10043-MONOMER,325-BISPHOSPHATE-NUCLEOTIDASE-RXN,NA,-,NA,NA
ECOLI:REG0-8207,ECOLI:REG0-8207,3-5-ADP,ECOLI:3-5-ADP,pap,compound,PAPSSULFOTRANS-CPLX,1.8.4.8-RXN,COMPETITIVE,-,4.0,&micro;mole
ECOLI:REG0-8971,ECOLI:REG0-8971,LYS,ECOLI:LYS,lys__L,compound,ASPKINIII-CPLX,ASPARTATEKIN-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-8970,ECOLI:REG0-8970,LEU,ECOLI:LEU,leu__L,compound,ASPKINIII-CPLX,ASPARTATEKIN-RXN,NA,-,NA,NA
ECOLI:REG0-8969,ECOLI:REG0-8969,S-2-AMINOETHYL-L-CYSTEINE,ECOLI:S-2-AMINOETHYL-L-CYSTEINE,NA,compound,ASPKINIII-CPLX,ASPARTATEKIN-RXN,NA,-,NA,NA
ECOLI:REG0-8979,ECOLI:REG0-8979,HOMO-SER,ECOLI:HOMO-SER,hom__L,compound,ASPKINIHOMOSERDEHYDROGI-CPLX,ASPARTATEKIN-RXN,NA,+,NA,NA
ECOLI:REG0-8978,ECOLI:REG0-8978,LYS,ECOLI:LYS,lys__L,compound,ASPKINIHOMOSERDEHYDROGI-CPLX,ASPARTATEKIN-RXN,NA,-,NA,NA
ECOLI:REG0-8977,ECOLI:REG0-8977,THR,ECOLI:THR,thr__L,compound,ASPKINIHOMOSERDEHYDROGI-CPLX,ASPARTATEKIN-RXN,COMPETITIVE,-,167.0,&micro;mole
ECOLI:REG0-9623,ECOLI:REG0-9623,TRIS,ECOLI:TRIS,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NA,-,NA,NA
ECOLI:REG0-9622,ECOLI:REG0-9622,CPD0-1224,ECOLI:CPD0-1224,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9055,ECOLI:REG0-9055,GLUTATHIONE,ECOLI:GLUTATHIONE,gthrd,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NA,-,NA,NA
ECOLI:REG0-9054,ECOLI:REG0-9054,DITHIO-NITROBENZOATE,ECOLI:DITHIO-NITROBENZOATE,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NA,-,NA,NA
ECOLI:REG0-8121,ECOLI:REG0-8121,K+,ECOLI:K+,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NA,-,NA,NA
ECOLI:REG0-8120,ECOLI:REG0-8120,NA+,ECOLI:NA+,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NA,-,NA,NA
ECOLI:REG0-8119,ECOLI:REG0-8119,AMMONIUM,ECOLI:AMMONIUM,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NA,-,NA,NA
ECOLI:REG0-8117,ECOLI:REG0-8117,BORATE,ECOLI:BORATE,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NA,-,NA,NA
ECOLI:REG0-8116,ECOLI:REG0-8116,L-CYSTINE,ECOLI:L-CYSTINE,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NA,-,NA,NA
ECOLI:REG0-8115,ECOLI:REG0-8115,PHMB,ECOLI:PHMB,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-8114,ECOLI:REG0-8114,N-ETHYLMALEIMIDE,ECOLI:N-ETHYLMALEIMIDE,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-8113,ECOLI:REG0-8113,IODOACETATE,ECOLI:IODOACETATE,NA,compound,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-10146,ECOLI:REG0-10146,CPD-9793,ECOLI:CPD-9793,NA,compound,DIAMINOPIMDECARB-CPLX,DIAMINOPIMDECARB-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10145,ECOLI:REG0-10145,GLT,ECOLI:GLT,NA,compound,DIAMINOPIMDECARB-CPLX,DIAMINOPIMDECARB-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10144,ECOLI:REG0-10144,CPD0-1578,ECOLI:CPD0-1578,NA,compound,DIAMINOPIMDECARB-CPLX,DIAMINOPIMDECARB-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10143,ECOLI:REG0-10143,CPD0-1577,ECOLI:CPD0-1577,NA,compound,DIAMINOPIMDECARB-CPLX,DIAMINOPIMDECARB-RXN,NA,-,NA,NA
ECOLI:REG0-8053,ECOLI:REG0-8053,23-DIMERCAPTOPROPAN-1-OL,ECOLI:23-DIMERCAPTOPROPAN-1-OL,NA,compound,DIAMINOPIMDECARB-CPLX,DIAMINOPIMDECARB-RXN,NA,+,NA,NA
ECOLI:REG0-8051,ECOLI:REG0-8051,LYS,ECOLI:LYS,lys__L,compound,DIAMINOPIMDECARB-CPLX,DIAMINOPIMDECARB-RXN,NA,-,NA,NA
ECOLI:REG0-8050,ECOLI:REG0-8050,L-CYSTINE,ECOLI:L-CYSTINE,NA,compound,DIAMINOPIMDECARB-CPLX,DIAMINOPIMDECARB-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9843,ECOLI:REG0-9843,Sulfhydryl-Reagents,ECOLI:Sulfhydryl-Reagents,NA,compound,ORNCARBAMTRANSFERF-CPLX,ORNCARBAMTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-7849,ECOLI:REG0-7849,N-DELTA-PHOSPHONOACETYL-L-ORNITHINE,ECOLI:N-DELTA-PHOSPHONOACETYL-L-ORNITHINE,NA,compound,ORNCARBAMTRANSFERF-CPLX,ORNCARBAMTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-7848,ECOLI:REG0-7848,ZN+2,ECOLI:ZN+2,NA,compound,ORNCARBAMTRANSFERF-CPLX,ORNCARBAMTRANSFER-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10705,ECOLI:REG0-10705,L-2-AMINOPENTANOIC-ACID,ECOLI:L-2-AMINOPENTANOIC-ACID,NA,compound,ORNCARBAMTRANSFERI-CPLX,ORNCARBAMTRANSFER-RXN,OTHER,-,NA,NA
ECOLI:REG0-10704,ECOLI:REG0-10704,Pi,ECOLI:Pi,NA,compound,ORNCARBAMTRANSFERI-CPLX,ORNCARBAMTRANSFER-RXN,OTHER,-,NA,NA
ECOLI:REG0-9842,ECOLI:REG0-9842,Sulfhydryl-Reagents,ECOLI:Sulfhydryl-Reagents,NA,compound,ORNCARBAMTRANSFERI-CPLX,ORNCARBAMTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-6962,ECOLI:REG0-6962,N-DELTA-PHOSPHONOACETYL-L-ORNITHINE,ECOLI:N-DELTA-PHOSPHONOACETYL-L-ORNITHINE,NA,compound,ORNCARBAMTRANSFERI-CPLX,ORNCARBAMTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-6961,ECOLI:REG0-6961,ZN+2,ECOLI:ZN+2,NA,compound,ORNCARBAMTRANSFERI-CPLX,ORNCARBAMTRANSFER-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10141,ECOLI:REG0-10141,CPD0-1576,ECOLI:CPD0-1576,NA,compound,GART-MONOMER,GART-RXN,NA,-,NA,NA
ECOLI:REG0-10140,ECOLI:REG0-10140,CPD0-1575,ECOLI:CPD0-1575,NA,compound,GART-MONOMER,GART-RXN,NA,-,NA,NA
ECOLI:REG0-10139,ECOLI:REG0-10139,CPD0-1574,ECOLI:CPD0-1574,NA,compound,GART-MONOMER,GART-RXN,NA,-,NA,NA
ECOLI:REG0-10617,ECOLI:REG0-10617,CPD0-1614,ECOLI:CPD0-1614,NA,compound,ASPAMINOTRANS-DIMER,RXN-10814,ALLOSTERIC,-,NA,NA
ECOLI:REG0-6640,ECOLI:REG0-6640,MALEATE,ECOLI:MALEATE,NA,compound,ASPAMINOTRANS-DIMER,RXN-10814,COMPETITIVE,-,NA,NA
ECOLI:REG0-8171,ECOLI:REG0-8171,TYR,ECOLI:TYR,tyr__L,compound,TYRB-DIMER,RXN-10814,NA,-,NA,NA
ECOLI:REG0-8170,ECOLI:REG0-8170,LEU,ECOLI:LEU,leu__L,compound,TYRB-DIMER,RXN-10814,NA,-,NA,NA
ECOLI:REG0-8169,ECOLI:REG0-8169,2-KETO-ISOVALERATE,ECOLI:2-KETO-ISOVALERATE,3mob,compound,TYRB-DIMER,RXN-10814,NA,-,NA,NA
ECOLI:REG0-9439,ECOLI:REG0-9439,TYR,ECOLI:TYR,tyr__L,compound,CHORISMUTPREPHENDEHYDROG-CPLX,PREPHENATEDEHYDROG-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9848,ECOLI:REG0-9848,Sulfhydryl-Reagents,ECOLI:Sulfhydryl-Reagents,NA,compound,ACETYLORNTRANSAM-CPLX,ACETYLORNTRANSAM-RXN,NA,-,NA,NA
ECOLI:REG0-7709,ECOLI:REG0-7709,CU+2,ECOLI:CU+2,NA,compound,ACETYLORNTRANSAM-CPLX,ACETYLORNTRANSAM-RXN,NA,-,NA,NA
ECOLI:REG0-7708,ECOLI:REG0-7708,FE+2,ECOLI:FE+2,NA,compound,ACETYLORNTRANSAM-CPLX,ACETYLORNTRANSAM-RXN,NA,-,NA,NA
ECOLI:REG0-8614,ECOLI:REG0-8614,CO+2,ECOLI:CO+2,NA,compound,SULFITE-REDUCT-CPLX,SULFITE-REDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-8613,ECOLI:REG0-8613,CPD-5401,ECOLI:CPD-5401,NA,compound,SULFITE-REDUCT-CPLX,SULFITE-REDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-8612,ECOLI:REG0-8612,NADP,ECOLI:NADP,nadp,compound,SULFITE-REDUCT-CPLX,SULFITE-REDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8611,ECOLI:REG0-8611,CPD-763,ECOLI:CPD-763,NA,compound,SULFITE-REDUCT-CPLX,SULFITE-REDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8610,ECOLI:REG0-8610,HCN,ECOLI:HCN,NA,compound,SULFITE-REDUCT-CPLX,SULFITE-REDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10014,ECOLI:REG0-10014,CPD0-1465,ECOLI:CPD0-1465,NA,compound,GLYCRIBONUCSYN-MONOMER,GLYRIBONUCSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7973,ECOLI:REG0-7973,B-ALANINE,ECOLI:B-ALANINE,NA,compound,GLYCRIBONUCSYN-MONOMER,GLYRIBONUCSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7972,ECOLI:REG0-7972,5-P-BETA-D-RIBOSYL-AMINE,ECOLI:5-P-BETA-D-RIBOSYL-AMINE,pram,compound,GLYCRIBONUCSYN-MONOMER,GLYRIBONUCSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-12164,ECOLI:REG0-12164,IODOACETATE,ECOLI:IODOACETATE,NA,compound,GAPDH-A-CPLX,GAPOXNPHOSPHN-RXN,NA,-,NA,NA
ECOLI:REG0-7896,ECOLI:REG0-7896,ARSENATE,ECOLI:ARSENATE,NA,compound,GAPDH-A-CPLX,GAPOXNPHOSPHN-RXN,NA,+,NA,NA
ECOLI:REG0-12478,ECOLI:REG0-12478,NADPH,ECOLI:NADPH,nadph,compound,6PGLUCONDEHYDROG-CPLX,RXN-9952,COMPETITIVE,-,NA,NA
ECOLI:REG0-7506,ECOLI:REG0-7506,FRUCTOSE-16-DIPHOSPHATE,ECOLI:FRUCTOSE-16-DIPHOSPHATE,fdp,compound,6PGLUCONDEHYDROG-CPLX,RXN-9952,NA,-,NA,NA
ECOLI:REG0-7504,ECOLI:REG0-7504,RIBULOSE-5P,ECOLI:RIBULOSE-5P,ru5p__D,compound,6PGLUCONDEHYDROG-CPLX,RXN-9952,NA,-,NA,NA
ECOLI:REG0-7502,ECOLI:REG0-7502,ATP,ECOLI:ATP,atp,compound,6PGLUCONDEHYDROG-CPLX,RXN-9952,COMPETITIVE,-,NA,NA
ECOLI:REG0-12480,ECOLI:REG0-12480,NADPH,ECOLI:NADPH,nadph,compound,GLU6PDEHYDROG-MONOMER,GLU6PDEHYDROG-RXN,COMPETITIVE,-,38.0,&micro;mole
ECOLI:REG0-11313,ECOLI:REG0-11313,NADP,ECOLI:NADP,nadp,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,NA,-,NA,NA
ECOLI:REG0-11312,ECOLI:REG0-11312,NADH,ECOLI:NADH,nadh,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-11311,ECOLI:REG0-11311,ZN+2,ECOLI:ZN+2,NA,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,NA,-,NA,NA
ECOLI:REG0-11309,ECOLI:REG0-11309,L-ASPARTATE,ECOLI:L-ASPARTATE,asp__L,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,NA,+,NA,NA
ECOLI:REG0-11308,ECOLI:REG0-11308,GLC-6-P,ECOLI:GLC-6-P,NA,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,NA,+,NA,NA
ECOLI:REG0-11303,ECOLI:REG0-11303,ACETYL-P,ECOLI:ACETYL-P,actp,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,NA,+,NA,NA
ECOLI:REG0-11302,ECOLI:REG0-11302,GLT,ECOLI:GLT,NA,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,NA,+,NA,NA
ECOLI:REG0-11300,ECOLI:REG0-11300,FUM,ECOLI:FUM,fum,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,NA,-,NA,NA
ECOLI:REG0-7617,ECOLI:REG0-7617,K+,ECOLI:K+,NA,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,NA,+,NA,NA
ECOLI:REG0-7616,ECOLI:REG0-7616,AMMONIUM,ECOLI:AMMONIUM,NA,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,NA,+,NA,NA
ECOLI:REG0-7615,ECOLI:REG0-7615,CAMP,ECOLI:CAMP,NA,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-7612,ECOLI:REG0-7612,ACETYL-COA,ECOLI:ACETYL-COA,accoa,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-7611,ECOLI:REG0-7611,OXALACETIC_ACID,ECOLI:OXALACETIC_ACID,oaa,compound,MALIC-NADP-CPLX,MALIC-NADP-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-9846,ECOLI:REG0-9846,Sulfhydryl-Reagents,ECOLI:Sulfhydryl-Reagents,NA,compound,ARGSUCCINLYA-MONOMER,ARGSUCCINLYA-RXN,NA,-,NA,NA
ECOLI:REG0-7722,ECOLI:REG0-7722,CO+2,ECOLI:CO+2,NA,compound,ARGSUCCINLYA-MONOMER,ARGSUCCINLYA-RXN,NA,+,NA,NA
ECOLI:REG0-7721,ECOLI:REG0-7721,NI+2,ECOLI:NI+2,NA,compound,ARGSUCCINLYA-MONOMER,ARGSUCCINLYA-RXN,NA,+,NA,NA
ECOLI:REG0-7720,ECOLI:REG0-7720,ZN+2,ECOLI:ZN+2,NA,compound,ARGSUCCINLYA-MONOMER,ARGSUCCINLYA-RXN,NA,-,NA,NA
ECOLI:REG0-7383,ECOLI:REG0-7383,K+,ECOLI:K+,NA,compound,CARBPSYN-CPLX,CARBPSYN-RXN,NA,+,NA,NA
ECOLI:REG0-7382,ECOLI:REG0-7382,AMMONIUM,ECOLI:AMMONIUM,NA,compound,CARBPSYN-CPLX,CARBPSYN-RXN,ALLOSTERIC,+,NA,NA
ECOLI:REG0-7381,ECOLI:REG0-7381,IMP,ECOLI:IMP,imp,compound,CARBPSYN-CPLX,CARBPSYN-RXN,ALLOSTERIC,+,NA,NA
ECOLI:REG0-7380,ECOLI:REG0-7380,L-ORNITHINE,ECOLI:L-ORNITHINE,orn,compound,CARBPSYN-CPLX,CARBPSYN-RXN,ALLOSTERIC,+,NA,NA
ECOLI:REG0-7379,ECOLI:REG0-7379,CPD0-1036,ECOLI:CPD0-1036,NA,compound,CARBPSYN-CPLX,CARBPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-7377,ECOLI:REG0-7377,CPD0-1627,ECOLI:CPD0-1627,NA,compound,CARBPSYN-CPLX,CARBPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-7376,ECOLI:REG0-7376,L-AZASERINE,ECOLI:L-AZASERINE,NA,compound,CARBPSYN-CPLX,CARBPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-7375,ECOLI:REG0-7375,CPD0-1224,ECOLI:CPD0-1224,NA,compound,CARBPSYN-CPLX,CARBPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-7374,ECOLI:REG0-7374,UMP,ECOLI:UMP,ump,compound,CARBPSYN-CPLX,CARBPSYN-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-7373,ECOLI:REG0-7373,CPD-69,ECOLI:CPD-69,NA,compound,CARBPSYN-CPLX,CARBPSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8155,ECOLI:REG0-8155,PRO,ECOLI:PRO,pro__L,compound,GLUTKIN-CPLX,GLUTKIN-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-8154,ECOLI:REG0-8154,ADP,ECOLI:ADP,adp,compound,GLUTKIN-CPLX,GLUTKIN-RXN,COMPETITIVE,-,60.0,&micro;mole
ECOLI:REG0-6662,ECOLI:REG0-6662,LEU,ECOLI:LEU,leu__L,compound,2-ISOPROPYLMALATESYN-MONOMER,2-ISOPROPYLMALATESYN-RXN,NA,-,NA,NA
ECOLI:REG0-9654,ECOLI:REG0-9654,CPD0-1242,ECOLI:CPD0-1242,NA,compound,CPLX0-252,ACP-S-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-8252,ECOLI:REG0-8252,IODOACETAMIDE,ECOLI:IODOACETAMIDE,NA,compound,CPLX0-252,ACP-S-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-8251,ECOLI:REG0-8251,N-ETHYLMALEIMIDE,ECOLI:N-ETHYLMALEIMIDE,NA,compound,CPLX0-252,ACP-S-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-8249,ECOLI:REG0-8249,CO-A,ECOLI:CO-A,NA,compound,CPLX0-252,ACP-S-ACETYLTRANSFER-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8248,ECOLI:REG0-8248,CPD-511,ECOLI:CPD-511,NA,compound,CPLX0-252,ACP-S-ACETYLTRANSFER-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-13106,ECOLI:REG0-13106,PUTRESCINE,ECOLI:PUTRESCINE,NA,compound,CPLX0-7534,RXN0-2481,NA,-,NA,NA
ECOLI:REG0-13105,ECOLI:REG0-13105,SPERMINE,ECOLI:SPERMINE,NA,compound,CPLX0-7534,RXN0-2481,NA,-,NA,NA
ECOLI:REG0-13104,ECOLI:REG0-13104,SPERMIDINE,ECOLI:SPERMIDINE,NA,compound,CPLX0-7534,RXN0-2481,NA,-,NA,NA
ECOLI:REG0-13102,ECOLI:REG0-13102,CADAVERINE,ECOLI:CADAVERINE,NA,compound,CPLX0-7534,RXN0-2481,NA,-,NA,NA
ECOLI:REG0-8395,ECOLI:REG0-8395,SER,ECOLI:SER,NA,compound,PSERPHOSPHA-MONOMER,RXN0-5114,NA,-,NA,NA
ECOLI:REG0-8394,ECOLI:REG0-8394,F-,ECOLI:F-,NA,compound,PSERPHOSPHA-MONOMER,RXN0-5114,NA,-,NA,NA
ECOLI:REG0-7623,ECOLI:REG0-7623,CPD0-1651,ECOLI:CPD0-1651,NA,compound,ADENYLYLSULFKIN-CPLX,ADENYLYLSULFKIN-RXN,NA,-,NA,NA
ECOLI:REG0-7622,ECOLI:REG0-7622,PAPS,ECOLI:PAPS,paps,compound,ADENYLYLSULFKIN-CPLX,ADENYLYLSULFKIN-RXN,NA,-,NA,NA
ECOLI:REG0-7621,ECOLI:REG0-7621,CPD0-1651,ECOLI:CPD0-1651,NA,compound,ADENYLYLSULFKIN-CPLX,ADENYLYLSULFKIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7620,ECOLI:REG0-7620,APS,ECOLI:APS,aps,compound,ADENYLYLSULFKIN-CPLX,ADENYLYLSULFKIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-12960,ECOLI:REG0-12960,THR,ECOLI:THR,thr__L,compound,ASPKINIHOMOSERDEHYDROGI-CPLX,HOMOSERDEHYDROG-RXN,ALLOSTERIC,+,NA,NA
ECOLI:REG0-8976,ECOLI:REG0-8976,CPD0-1224,ECOLI:CPD0-1224,NA,compound,ASPKINIHOMOSERDEHYDROGI-CPLX,HOMOSERDEHYDROG-RXN,NA,-,NA,NA
ECOLI:REG0-8975,ECOLI:REG0-8975,ATP,ECOLI:ATP,atp,compound,ASPKINIHOMOSERDEHYDROGI-CPLX,HOMOSERDEHYDROG-RXN,NA,+,NA,NA
ECOLI:REG0-8974,ECOLI:REG0-8974,K+,ECOLI:K+,NA,compound,ASPKINIHOMOSERDEHYDROGI-CPLX,HOMOSERDEHYDROG-RXN,NA,+,NA,NA
ECOLI:REG0-12769,ECOLI:REG0-12769,CPD0-1636,ECOLI:CPD0-1636,NA,compound,CYSTATHIONINE-BETA-LYASE-CPLX,CYSTATHIONINE-BETA-LYASE-RXN,IRREVERSIBLE,-,NA,NA
ECOLI:REG0-11042,ECOLI:REG0-11042,CPD-13353,ECOLI:CPD-13353,NA,compound,CYSTATHIONINE-BETA-LYASE-CPLX,CYSTATHIONINE-BETA-LYASE-RXN,COMPETITIVE,-,1.9,&micro;mole
ECOLI:REG0-8162,ECOLI:REG0-8162,CYS,ECOLI:CYS,cys__L,compound,CYSTATHIONINE-BETA-LYASE-CPLX,CYSTATHIONINE-BETA-LYASE-RXN,COMPETITIVE,-,400.0,&micro;mole
ECOLI:REG0-11600,ECOLI:REG0-11600,D-Glucose,ECOLI:D-Glucose,NA,compound,XYLE-MONOMER,TRANS-RXN-30,COMPETITIVE,-,NA,NA
