"","uniprot_id","gene","MW_Da","glucose_pp_per_cell","acetate_pp_per_cell","fumarate_pp_per_cell","glycerol_pp_per_cell","pyruvate_pp_per_cell","fructose_pp_per_cell","succinate_pp_per_cell","xylose_pp_per_cell","glucose_chemostat_mu_0_5_pp_per_cell","glucose_chemostat_mu_0_12_pp_per_cell","glucose_chemostat_mu_0_20_pp_per_cell","glucose_chemostat_mu_0_35_pp_per_cell","glucose_MG1655_pp_per_cell","glucose_g_gDW","acetate_g_gDW","fumarate_g_gDW","glycerol_g_gDW","pyruvate_g_gDW","fructose_g_gDW","succinate_g_gDW","xylose_g_gDW","glucose_chemostat_mu_0_5_g_gDW","glucose_chemostat_mu_0_12_g_gDW","glucose_chemostat_mu_0_20_g_gDW","glucose_chemostat_mu_0_35_g_gDW","glucose_MG1655_g_gDW"
"1694","P36566","smtA",29777.13487,11,3,11,9,1,NA,11,NA,21,6,2,20,29,1.94257059573231e-06,5.29791980654268e-07,1.94257059573231e-06,1.5893759419628e-06,1.76597326884756e-07,NA,1.94257059573231e-06,NA,3.70854386457987e-06,1.05958396130854e-06,3.53194653769512e-07,3.53194653769512e-06,5.12132247965792e-06
"1695","P36649","cueO",56501.41538,1034,649,1012,995,779,657,802,616,724,426,516,627,494,0.000346482323758837,0.000217472947891185,0.000339110359423542,0.000333413841528087,0.000261034555327015,0.000220153662194928,0.000268741608950277,0.000206415001388243,0.000242604644488779,0.000142748036674337,0.00017290607259145,0.00021010098355589,0.000165534108256156
"1696","P36659","cbpA",34415.7121,131,199,119,123,96,71,102,119,121,159,129,128,NA,2.6738021807539e-05,4.06173003030555e-05,2.42887373671538e-05,2.51051655139489e-05,1.9594275523082e-05,1.44915996056127e-05,2.08189177432747e-05,2.42887373671538e-05,2.46969514405513e-05,3.24530188351046e-05,2.63298077341415e-05,2.61257006974427e-05,NA
"1697","P36667","wbbL",31022.7624,3,2,10,3,4,NA,4,NA,3,1,7,1,NA,5.51954068415809e-07,3.67969378943872e-07,1.83984689471936e-06,5.51954068415809e-07,7.35938757887745e-07,NA,7.35938757887745e-07,NA,5.51954068415809e-07,1.83984689471936e-07,1.28789282630355e-06,1.83984689471936e-07,NA
"1698","P36672","treB",51029.32585,15,14,23,22,24,22,25,13,28,88,80,43,3,4.53954481039759e-06,4.23690848970442e-06,6.96063537594297e-06,6.6579990552498e-06,7.26327169663614e-06,6.6579990552498e-06,7.56590801732931e-06,3.93427216901124e-06,8.47381697940883e-06,2.66319962209992e-05,2.42109056554538e-05,1.30133617898064e-05,9.07908962079518e-07
"1699","P36673","treR",34490.8725,5,4,6,5,6,8,9,9,7,8,6,8,16,1.02276392809698e-06,8.18211142477582e-07,1.22731671371637e-06,1.02276392809698e-06,1.22731671371637e-06,1.63642228495516e-06,1.84097507057456e-06,1.84097507057456e-06,1.43186949933577e-06,1.63642228495516e-06,1.22731671371637e-06,1.63642228495516e-06,3.27284456991033e-06
"1700","P36680","zapD",28255.84769,294,184,273,269,208,386,292,398,184,164,158,166,286,4.92670874701096e-05,3.08338234506808e-05,4.57480097936732e-05,4.50777092838758e-05,3.48556265094653e-05,6.468399919545e-05,4.89319372152109e-05,6.66949007248422e-05,3.08338234506808e-05,2.74823209016938e-05,2.64768701369977e-05,2.78174711565925e-05,4.79264864505148e-05
"1701","P36683","acnB",93420.9457,7596,22844,19491,10792,16395,8782,19547,6697,15733,13763,16410,20261,9626,0.00420853005371495,0.0126566167123571,0.0107989019585253,0.00597925965504104,0.00908357691293531,0.00486562808474522,0.0108299285097375,0.00371044309764732,0.00871679875396226,0.00762532900596088,0.00909188759629572,0.0112255170376933,0.00533324253515799
"1702","P36767","rdgC",33953.48385,561,280,400,425,450,433,440,501,344,216,229,263,478,0.000112966174264898,5.63824042676851e-05,8.05462918109788e-05,8.55804350491649e-05,9.06145782873511e-05,8.71913608853845e-05,8.86009209920767e-05,0.000100884230493251,6.92698109574417e-05,4.34949975779285e-05,4.61127520617853e-05,5.29591868657185e-05,9.62528187141196e-05
"1703","P36771","lrhA",34553.72226,18,13,44,36,47,31,46,19,43,53,37,38,29,3.68865944323196e-06,2.66403182011197e-06,9.0167230834559e-06,7.37731888646392e-06,9.63149965732789e-06,6.35269126334393e-06,9.42657413270389e-06,3.89358496785596e-06,8.8117975588319e-06,1.08610528050719e-05,7.58224441108791e-06,7.78716993571191e-06,5.94284021409593e-06
"1704","P36879","yadG",34607.32501,272,135,133,252,119,191,272,198,275,186,181,211,62,5.58262110518575e-05,2.7707862102944e-05,2.72973752569744e-05,5.17213425921621e-05,2.44239673351876e-05,3.92014937900911e-05,5.58262110518575e-05,4.06381977509845e-05,5.64419413208118e-05,3.81752766751672e-05,3.71490595602434e-05,4.33063622497865e-05,1.27250922250557e-05
"1705","P36928","yegD",49322.42938,22,7,6,5,3,7,3,7,7,2,3,3,30,6.43529348555297e-06,2.04759338176685e-06,1.75508004151445e-06,1.46256670126204e-06,8.77540020757224e-07,2.04759338176685e-06,8.77540020757224e-07,2.04759338176685e-06,2.04759338176685e-06,5.85026680504816e-07,8.77540020757224e-07,8.77540020757224e-07,8.77540020757223e-06
"1706","P36929","rsmB",48299.01648,58,36,47,50,39,35,22,55,65,44,40,45,179,1.66137433923234e-05,1.03119786573042e-05,1.34628610248138e-05,1.43221925795891e-05,1.11713102120795e-05,1.00255348057124e-05,6.30176473501921e-06,1.5754411837548e-05,1.86188503534659e-05,1.26035294700384e-05,1.14577540636713e-05,1.28899733216302e-05,5.12734494349291e-05
"1707","P36930","gatR",27923.59802,1,6,3,2,1,0,0,0,2,3,2,4,1,1.65604675831475e-07,9.9362805498885e-07,4.96814027494425e-07,3.3120935166295e-07,1.65604675831475e-07,0,0,0,3.3120935166295e-07,4.96814027494425e-07,3.3120935166295e-07,6.624187033259e-07,1.65604675831475e-07
"1708","P36938","pgm",58306.46912,1344,1344,1423,1511,1628,1278,1159,1261,1523,1408,1368,1564,1050,0.000464747678140153,0.000464747678140153,0.000492065436007022,0.000522495343504294,0.00056295328869953,0.000441925247517199,0.000400775713515206,0.000436046742659771,0.000526644876344831,0.00048687851995635,0.000473046743821227,0.000540822446883332,0.000363084123546994
"1709","P36979","rlmN",43039.98018,215,137,202,176,145,162,199,114,219,82,113,164,186,5.48797014441097e-05,3.49698562690373e-05,5.1561393914931e-05,4.49247788565735e-05,3.70118916716089e-05,4.13512169020733e-05,5.07956306389666e-05,2.90990044866442e-05,5.59007191453954e-05,2.09308628763581e-05,2.88437500613228e-05,4.18617257527162e-05,4.74773231097879e-05
"1710","P36995","cspB",7693.84414,2,9,2,2,20,NA,22,NA,11,51,1,113,NA,9.1258767139536e-08,4.10664452127912e-07,9.1258767139536e-08,9.1258767139536e-08,9.1258767139536e-07,NA,1.0038464385349e-06,NA,5.01923219267448e-07,2.32709856205817e-06,4.5629383569768e-08,5.15612034338378e-06,NA
"1711","P36999","rlmA",30381.21113,13,5,7,8,6,4,5,5,5,4,4,4,39,2.34233847730939e-06,9.00899414349765e-07,1.26125918008967e-06,1.44143906295962e-06,1.08107929721972e-06,7.20719531479812e-07,9.00899414349765e-07,9.00899414349765e-07,9.00899414349765e-07,7.20719531479812e-07,7.20719531479812e-07,7.20719531479812e-07,7.02701543192817e-06
"1712","P37005","lasT",25225.08769,70,25,46,52,26,51,38,62,51,26,34,37,119,1.0472055666722e-05,3.74001988097215e-06,6.88163658098875e-06,7.77924135242207e-06,3.88962067621103e-06,7.62964055718319e-06,5.68483021907767e-06,9.27524930481093e-06,7.62964055718319e-06,3.88962067621103e-06,5.08642703812212e-06,5.53522942383878e-06,1.78024946334274e-05
"1713","P37028","btuF",29330.50774,21,6,13,21,11,NA,9,NA,10,5,2,0,NA,3.6529194295915e-06,1.04369126559757e-06,2.2613310754614e-06,3.6529194295915e-06,1.91343398692888e-06,NA,1.56553689839636e-06,NA,1.73948544266262e-06,8.69742721331309e-07,3.47897088532524e-07,0,NA
"1714","P37047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","P37051","purU",31896.52381,2304,1139,1346,1357,1015,2332,1676,2190,1774,754,960,1205,1735,0.000435839960965982,0.000215460814036568,0.000254618310529606,0.000256699143676579,0.000192004149470691,0.000441136627158277,0.000317043304938796,0.000414274962897352,0.000335581636611828,0.000142631653892513,0.000181599983735826,0.000227945812918406,0.00032820413727256
"1716","P37052","ychJ",16960.9477,7,2,3,5,4,7,5,7,3,1,1,2,6,7.0412436482896e-07,2.01178389951132e-07,3.01767584926697e-07,5.02945974877829e-07,4.02356779902263e-07,7.0412436482896e-07,5.02945974877829e-07,7.0412436482896e-07,3.01767584926697e-07,1.00589194975566e-07,1.00589194975566e-07,2.01178389951132e-07,6.03535169853395e-07
"1717","P37095","pepB",46133.26021,3155,2673,3114,3464,2713,3399,3347,3173,3874,2703,2681,2996,1974,0.000863206551943766,0.000731331573168205,0.000851988970761612,0.000947748810121459,0.00074227555480933,0.000929964839954631,0.000915737663821168,0.000868131343682272,0.00105992462194299,0.000739539559399049,0.00073352036949643,0.000819704224920292,0.000540085493989538
"1718","P37127","aegA",71779.56805,5,0,1,0,0,NA,0,NA,0,0,0,0,NA,2.12849219676662e-06,0,4.25698439353323e-07,0,0,NA,0,NA,0,0,0,0,NA
"1719","P37128","nudK",21717.06677,2491,1048,1875,2147,1571,2508,1770,2396,1704,940,970,1263,2570,0.000320830842411574,0.000134978210697443,0.000241492504826054,0.000276525017526154,0.00020233852004359,0.00032302037445533,0.000227968924555795,0.000308595222167054,0.000219468388385918,0.000121068242419462,0.000124932122496679,0.00016266935125083,0.000331005726614912
"1720","P37146","nrdF",36402.07787,43,38,33,35,29,26,18,72,25,28,25,30,10,9.28316024819709e-06,8.20372301003463e-06,7.12428577187218e-06,7.55606066713716e-06,6.26073598134222e-06,5.61307363844475e-06,3.88597405738483e-06,1.55438962295393e-05,5.39718619081226e-06,6.04484853370973e-06,5.39718619081226e-06,6.47662342897471e-06,2.1588744763249e-06
"1721","P37147","fxsA",17662.46555,1,0,4,6,5,0,8,0,31,12,46,34,NA,1.04749641493097e-07,0,4.18998565972387e-07,6.2849784895858e-07,5.23748207465484e-07,0,8.37997131944774e-07,0,3.247238886286e-06,1.25699569791716e-06,4.81848350868245e-06,3.56148781076529e-06,NA
"1722","P37177","ptsP",83644.74272,42,37,36,42,38,68,54,75,72,54,66,73,27,2.08347914447028e-05,1.83544591298572e-05,1.78583926668881e-05,2.08347914447028e-05,1.88505255928263e-05,3.37325194818997e-05,2.67875890003321e-05,3.72049847226835e-05,3.57167853337761e-05,2.67875890003321e-05,3.27403865559615e-05,3.62128517967453e-05,1.33937945001661e-05
"1723","P37182","hybD",17721.47511,15,9,6,1,5,7,15,11,4,6,6,17,8,1.57649408508089e-06,9.45896451048536e-07,6.30597634032357e-07,1.0509960567206e-07,5.25498028360298e-07,7.35697239704417e-07,1.57649408508089e-06,1.15609566239266e-06,4.20398422688238e-07,6.30597634032357e-07,6.30597634032357e-07,1.78669329642501e-06,8.40796845376477e-07
"1724","P37188","gatB",10197.27069,6458,38600,24238,17619,13512,12116,25668,10396,41860,34568,45864,66083,3668,0.000390555902856312,0.00233438492571286,0.00146582439972612,0.00106553181363044,0.000817155676586326,0.000732730770982825,0.00155230549930564,0.000628711546313754,0.0025315376422368,0.00209054451067467,0.00277368472105945,0.00399645489756174,0.000221827044236134
"1725","P37194","slp",20932.71853,552,2360,714,466,303,583,748,1153,700,611,623,792,6,6.8527664210751e-05,0.000292980593364805,8.86390439247758e-05,5.78512527576268e-05,3.76157287243796e-05,7.23761381066447e-05,9.28599507783366e-05,0.000143138400063398,8.69010234556625e-05,7.58521790448712e-05,7.73419108755397e-05,9.83223008241211e-05,7.4486591533425e-07
"1726","P37197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","P37313","dppF",37518.44931,309,416,744,575,641,551,737,501,569,435,453,558,392,6.87550460026925e-05,9.25634276282203e-05,0.00016554613018124,0.000127942237707276,0.000142627781513676,0.000122602039959494,0.000163988572504804,0.000111476627984948,0.00012660718827033,9.67910841785477e-05,0.000100796232489384,0.00012415959763593,8.72232298804384e-05
"1728","P37325","ybcH",33018.04379,5,5,4,3,2,NA,3,NA,10,10,13,10,NA,9.79089878481283e-07,9.79089878481283e-07,7.83271902785026e-07,5.8745392708877e-07,3.91635951392513e-07,NA,5.8745392708877e-07,NA,1.95817975696257e-06,1.95817975696257e-06,2.54563368405134e-06,1.95817975696257e-06,NA
"1729","P37327","yfdC",34462.77374,12,16,20,24,7,15,8,11,31,51,43,44,NA,2.45263370546093e-06,3.2701782739479e-06,4.08772284243488e-06,4.90526741092186e-06,1.43070299485221e-06,3.06579213182616e-06,1.63508913697395e-06,2.24824756333918e-06,6.33597040577406e-06,1.04236932482089e-05,8.78860411123499e-06,8.99299025335674e-06,NA
"1730","P37329","modA",27329.30548,757,605,1031,995,806,841,793,621,1330,8075,9212,9101,638,0.00012269466864568,9.80584868304312e-05,0.000167104627970537,0.000161269742803767,0.000130636595678227,0.000136309400701476,0.00012852955381245,0.000100651769126773,0.000215566590883427,0.00130879715893509,0.0014930822821189,0.00147509138618802,0.000103407131566637
"1731","P37330","glcB",80419.85713,282,2377,990,767,289,443,900,436,835,1365,1741,1555,188,0.000134497317636879,0.00113368838305979,0.000472171434257129,0.000365813626338604,0.000137835903535667,0.000211284793308998,0.000429246758415571,0.00020794620741021,0.000398245603641113,0.000651024250263617,0.000830354007112789,0.000741643010373571,8.9664878424586e-05
"1732","P37338","csiR",24956.87554,6,4,7,5,2,NA,2,NA,2,1,0,5,NA,8.88060760781895e-07,5.9204050718793e-07,1.03607088757888e-06,7.40050633984912e-07,2.96020253593965e-07,NA,2.96020253593965e-07,NA,2.96020253593965e-07,1.48010126796982e-07,0,7.40050633984912e-07,NA
"1733","P37339","lhgO",46034.50872,10,13,12,12,16,10,8,8,16,11,8,14,0,2.73013881956635e-06,3.54918046543626e-06,3.27616658347962e-06,3.27616658347962e-06,4.36822211130616e-06,2.73013881956635e-06,2.18411105565308e-06,2.18411105565308e-06,4.36822211130616e-06,3.00315270152299e-06,2.18411105565308e-06,3.82219434739289e-06,0
"1734","P37340","mdtK",49396.50795,8,4,2,11,5,12,7,12,17,10,10,10,NA,2.34362138587085e-06,1.17181069293543e-06,5.85905346467713e-07,3.22247940557242e-06,1.46476336616928e-06,3.51543207880628e-06,2.050668712637e-06,3.51543207880628e-06,4.98019544497556e-06,2.92952673233857e-06,2.92952673233857e-06,2.92952673233857e-06,NA
"1735","P37344","pspF",36945.19741,22,12,17,15,19,17,18,17,15,12,13,15,NA,4.82038681394411e-06,2.62930189851497e-06,3.72484435622954e-06,3.28662737314371e-06,4.16306133931537e-06,3.72484435622954e-06,3.94395284777245e-06,3.72484435622954e-06,3.28662737314371e-06,2.62930189851497e-06,2.84841039005788e-06,3.28662737314371e-06,NA
"1736","P37348","yecE",31441.29762,0,0,0,1,1,1,0,0,0,1,0,0,NA,0,0,0,1.86466869217631e-07,1.86466869217631e-07,1.86466869217631e-07,0,0,0,1.86466869217631e-07,0,0,NA
"1737","P37349","dhaM",51398.26995,340,69,79,447,130,233,75,389,157,66,80,93,238,0.000103640293821464,2.10328831578854e-05,2.40811270938108e-05,0.000136256503935866,3.96271711670304e-05,7.10240837070622e-05,2.28618295194406e-05,0.000118576689107499,4.7857429794029e-05,2.01184099771077e-05,2.43859514874033e-05,2.83486686041064e-05,7.25482056750249e-05
"1738","P37351","rpiB",16045.25233,35,20,39,40,32,14,28,19,49,28,34,37,10,3.33054888948854e-06,1.90317079399345e-06,3.71118304828723e-06,3.8063415879869e-06,3.04507327038952e-06,1.33221955579542e-06,2.66443911159083e-06,1.80801225429378e-06,4.66276844528396e-06,2.66443911159083e-06,3.23539034978887e-06,3.52086596888789e-06,9.51585396996726e-07
"1739","P37387","xylF",35693.7284,94,190,347,138,206,103,211,7455,176,504,462,357,4,1.98985296152204e-05,4.02204322009774e-05,7.34552103881008e-05,2.92127349670257e-05,4.36074159652702e-05,2.18037079826351e-05,4.46658483916117e-05,0.00157812274767519,3.72568214072211e-05,0.000106689988575224,9.77991561939555e-05,7.55720752407838e-05,8.46745941073208e-07
"1740","P37388","xylG",56416.741,1,2,1,1,1,0,1,52,0,1,1,1,NA,3.3458711510177e-07,6.69174230203539e-07,3.3458711510177e-07,3.3458711510177e-07,3.3458711510177e-07,0,3.3458711510177e-07,1.7398529985292e-05,0,3.3458711510177e-07,3.3458711510177e-07,3.3458711510177e-07,NA
"1741","P37440","ucpA",27814.33763,122,387,473,269,324,193,538,204,389,441,416,454,268,2.01247164614271e-05,6.38382399227238e-05,7.80245154611069e-05,4.43733502305238e-05,5.34459683073967e-05,3.18366416152085e-05,8.87467004610476e-05,3.36511652305831e-05,6.41681533073374e-05,7.27459013072899e-05,6.86219839996204e-05,7.48903383072781e-05,4.4208393538217e-05
"1742","P37590","pmrD",9845.97225,4,43,7,5,1,3,5,5,1,3,5,1,NA,2.33571481947146e-07,2.51089343093182e-06,4.08750093407506e-07,2.91964352433933e-07,5.83928704867865e-08,1.7517861146036e-07,2.91964352433933e-07,2.91964352433933e-07,5.83928704867865e-08,1.7517861146036e-07,2.91964352433933e-07,5.83928704867865e-08,NA
"1743","P37595","iaaA",33354.63774,67,80,70,65,75,67,65,81,67,50,44,58,24,1.32535508408455e-05,1.58251353323528e-05,1.38469934158087e-05,1.28579224575366e-05,1.48360643740807e-05,1.32535508408455e-05,1.28579224575366e-05,1.60229495240072e-05,1.32535508408455e-05,9.8907095827205e-06,8.70382443279404e-06,1.14732231159558e-05,4.74754059970584e-06
"1744","P37610","tauD",32371.59819,2,1,0,0,2,NA,1,NA,0,0,0,1,NA,3.83968285216112e-07,1.91984142608056e-07,0,0,3.83968285216112e-07,NA,1.91984142608056e-07,NA,0,0,0,1.91984142608056e-07,NA
"1745","P37613","yhhK",14478.34645,8,4,11,6,21,2,8,13,8,4,6,4,70,6.86926339137448e-07,3.43463169568724e-07,9.44523716313991e-07,5.15194754353086e-07,1.8031816402358e-06,1.71731584784362e-07,6.86926339137448e-07,1.11625530109835e-06,6.86926339137448e-07,3.43463169568724e-07,5.15194754353086e-07,3.43463169568724e-07,6.01060546745267e-06
"1746","P37615","yhhM",13470.02868,60,40,51,49,47,38,32,33,50,65,59,48,39,4.79314964653414e-06,3.19543309768942e-06,4.07417719955402e-06,3.91440554466954e-06,3.75463388978507e-06,3.03566144280495e-06,2.55634647815154e-06,2.63623230559377e-06,3.99429137211178e-06,5.19257878374531e-06,4.7132638190919e-06,3.83451971722731e-06,3.11554727024719e-06
"1747","P37617","zntA",76773.84377,12,4,4,6,10,15,3,12,22,9,11,10,16,5.46381200621531e-06,1.82127066873844e-06,1.82127066873844e-06,2.73190600310765e-06,4.55317667184609e-06,6.82976500776913e-06,1.36595300155383e-06,5.46381200621531e-06,1.00169886780614e-05,4.09785900466148e-06,5.0084943390307e-06,4.55317667184609e-06,7.28508267495374e-06
"1748","P37626","yhiI",38786.71563,179,216,180,182,188,184,208,282,206,105,135,188,180,4.11753457428121e-05,4.96864507287565e-05,4.1405375607297e-05,4.1865435336267e-05,4.32456145231769e-05,4.2325495065237e-05,4.78462118128766e-05,6.48684217847654e-05,4.73861520839066e-05,2.41531357709233e-05,3.10540317054728e-05,4.32456145231769e-05,4.1405375607297e-05
"1749","P37631","yhiN",43695.37296,53,9,13,13,24,NA,43,NA,19,15,6,53,17,1.37344900061679e-05,2.33227188783982e-06,3.36883717132419e-06,3.36883717132419e-06,6.2193917009062e-06,NA,1.11430767974569e-05,NA,4.92368509655074e-06,3.88711981306638e-06,1.55484792522655e-06,1.37344900061679e-05,4.40540245480856e-06
"1750","P37634","rlmJ",31903.75488,302,116,171,186,147,217,168,204,146,83,100,116,276,5.71412794382502e-05,2.19483060093941e-05,3.23548304104e-05,3.51929734288561e-05,2.78138015808701e-05,4.10584690003321e-05,3.17872018067087e-05,3.85987450510035e-05,2.76245920463064e-05,1.57043913687906e-05,1.89209534563742e-05,2.19483060093941e-05,5.22218315395929e-05
"1751","P37636","mdtE",41147.45053,13,26,9,10,8,7,7,13,8,8,7,9,NA,3.17239678850168e-06,6.34479357700337e-06,2.19627469973193e-06,2.44030522192437e-06,1.9522441775395e-06,1.70821365534706e-06,1.70821365534706e-06,3.17239678850168e-06,1.9522441775395e-06,1.9522441775395e-06,1.70821365534706e-06,2.19627469973193e-06,NA
"1752","P37637","mdtF",111427.8252,0,0,0,0,1,0,0,0,0,3,1,1,NA,0,0,0,0,6.6083779238032e-07,0,0,0,0,1.98251337714096e-06,6.6083779238032e-07,6.6083779238032e-07,NA
"1753","P37642","yhjD",37869.22146,25,21,27,27,19,59,35,38,35,51,37,25,11,5.61471352955829e-06,4.71635936482896e-06,6.06389061192295e-06,6.06389061192295e-06,4.2671822824643e-06,1.32507239297576e-05,7.8605989413816e-06,8.53436456492859e-06,7.8605989413816e-06,1.14540156002989e-05,8.30977602374626e-06,5.61471352955829e-06,2.47047395300565e-06
"1754","P37643","yhjE",47159.43524,467,106,318,447,183,654,362,285,440,178,330,364,410,0.000130613086878351,2.96466535526878e-05,8.89399606580633e-05,0.000125019378660863,5.11824301900175e-05,0.000182914258711866,0.000101246118736537,7.97103420992077e-05,0.000123061580784742,4.97840031356455e-05,9.22961855885562e-05,0.000101805489558286,0.000114671018458509
"1755","P37645","yhjG",74393.2067,16,27,29,20,24,19,21,19,37,103,74,47,NA,7.0591836314466e-06,1.19123723780661e-05,1.2794770331997e-05,8.82397953930825e-06,1.05887754471699e-05,8.38278056234284e-06,9.26517851627366e-06,8.38278056234284e-06,1.63243621477203e-05,4.54434946274375e-05,3.26487242954405e-05,2.07363519173744e-05,NA
"1756","P37646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757","P37647","kdgK",33923.04409,547,548,554,479,508,452,281,578,460,205,272,351,581,0.000110048305719683,0.000110249490922095,0.000111456602136571,9.6367711955627e-05,0.000102202082825592,9.09357114904872e-05,5.65330418779357e-05,0.000116285046994473,9.25451931097879e-05,4.12429664945794e-05,5.47223750562224e-05,7.06160060468164e-05,0.00011688860260171
"1758","P37648","yhjJ",55474.62001,116,65,74,82,142,79,46,76,52,87,66,56,107,3.8163969736917e-05,2.1384983042238e-05,2.43459806942402e-05,2.6977978607131e-05,4.67179629538122e-05,2.59909793897969e-05,1.51339879991223e-05,2.50039801724629e-05,1.71079864337904e-05,2.86229773026878e-05,2.17139827813493e-05,1.84239853902358e-05,3.52029720849148e-05
"1759","P37649","yhjK",74315.39691,3,4,4,3,5,3,5,1,10,11,8,9,NA,1.32221254643687e-06,1.76295006191583e-06,1.76295006191583e-06,1.32221254643687e-06,2.20368757739479e-06,1.32221254643687e-06,2.20368757739479e-06,4.40737515478958e-07,4.40737515478958e-06,4.84811267026854e-06,3.52590012383166e-06,3.96663763931062e-06,NA
"1760","P37659","bcsG",61974.43042,42,38,58,73,58,69,53,51,92,61,68,97,12,1.54370052524078e-05,1.3966814275988e-05,2.1317769158087e-05,2.68309853196612e-05,2.1317769158087e-05,2.53607943432414e-05,1.94800304375623e-05,1.87449349493524e-05,3.38143924576553e-05,2.24204123904019e-05,2.49932465991365e-05,3.565213117818e-05,4.41057292925938e-06
"1761","P37661","eptB",63745.52059,1,3,10,6,14,3,5,3,4,7,6,5,NA,3.78051433968307e-07,1.13415430190492e-06,3.78051433968307e-06,2.26830860380984e-06,5.29272007555629e-06,1.13415430190492e-06,1.89025716984153e-06,1.13415430190492e-06,1.51220573587323e-06,2.64636003777815e-06,2.26830860380984e-06,1.89025716984153e-06,NA
"1762","P37665","yiaD",22165.52748,344,60,129,159,216,234,136,340,49,24,30,47,685,4.52207468634056e-05,7.88733956919865e-06,1.69577800737771e-05,2.09014498583764e-05,2.83944224491151e-05,3.07606243198747e-05,1.78779696901836e-05,4.4694924225459e-05,6.44132731484557e-06,3.15493582767946e-06,3.94366978459933e-06,6.17841599587228e-06,9.00471267483513e-05
"1763","P37666","ghrB",35355.05266,1788,852,955,1156,1395,1676,1136,1988,1243,392,636,789,2049,0.000374904126275561,0.000178645590372918,0.000200242416439128,0.000242387678956683,0.000292500702547208,0.000351420198902595,0.000238194120497224,0.000416839710870143,0.000260629658255326,8.21937458053803e-05,0.00013335515901077,0.000165435881225625,0.00042963006417149
"1764","P37671","yiaJ",31028.83427,91,69,67,70,48,70,55,84,86,39,45,51,30,1.67458836561773e-05,1.26974282667718e-05,1.2329386867735e-05,1.28814489662903e-05,8.83299357688475e-06,1.28814489662903e-05,1.01211384735138e-05,1.54577387595483e-05,1.58257801585852e-05,7.17680728121886e-06,8.28093147832946e-06,9.38505567544005e-06,5.52062098555297e-06
"1765","P37676","yiaO",35929.55891,10,4,7,6,26,NA,9,NA,2,23,32,31,NA,2.13085110013285e-06,8.52340440053138e-07,1.49159577009299e-06,1.27851066007971e-06,5.5402128603454e-06,NA,1.91776599011956e-06,NA,4.26170220026569e-07,4.90095753030555e-06,6.81872352042511e-06,6.60563841041182e-06,NA
"1766","P37678","sgbH",23412.03271,46,52,4,22,44,NA,31,NA,57,50,14,180,NA,6.38701846005124e-06,7.22010782440575e-06,5.55392909569673e-07,3.0546610026332e-06,6.1093220052664e-06,NA,4.30429504916497e-06,NA,7.91434896136784e-06,6.94241136962091e-06,1.94387518349386e-06,2.49926809306353e-05,NA
"1767","P37685","aldB",56252.47906,589,1711,2373,1055,1359,455,1181,594,1404,7135,4715,3113,0,0.000196498020154315,0.0005708117359661,0.000791663500553803,0.00035196164900306,0.000453379981985932,0.000151793886536865,0.000393996879120961,0.000198166084841533,0.000468392564170897,0.00238032830866051,0.00157298500004685,0.00103853707426211,0
"1768","P37689","gpmI",56140.28406,2656,460,726,1657,593,3645,644,2466,1709,556,665,799,2405,0.000884308692314845,0.000153155872915975,0.000241719921167386,0.000551694090047326,0.00019743789704168,0.00121359381908419,0.000214418222082365,0.000821048657849551,0.000569007362637828,0.000185118837698439,0.000221410120628529,0.000266025092304052,0.000800738857310694
"1769","P37690","envC",46548.42826,57,35,39,41,45,53,71,50,55,55,49,49,21,1.57355198250463e-05,9.66216129608103e-06,1.07664083013474e-05,1.13185318039806e-05,1.2422778809247e-05,1.46312728197799e-05,1.96003843434787e-05,1.380308756583e-05,1.51833963224131e-05,1.51833963224131e-05,1.35270258145134e-05,1.35270258145134e-05,5.79729677764862e-06
"1770","P37691","yibQ",35312.38878,126,66,51,55,11,NA,48,NA,67,34,32,40,NA,2.6387537281634e-05,1.38220433379988e-05,1.068066985209e-05,1.15183694483323e-05,2.30367388966646e-06,NA,1.00523951549082e-05,NA,1.40314682370594e-05,7.12044656805997e-06,6.70159676993879e-06,8.37699596242349e-06,NA
"1771","P37692","rfaF",38999.06083,189,55,193,259,93,NA,118,NA,52,31,69,56,44,4.37136600136998e-05,1.27209063531931e-05,4.46388168393865e-05,5.99039044632182e-05,2.15098961972173e-05,NA,2.72921263577596e-05,NA,1.2027038733928e-05,7.16996539907245e-06,1.59589552430967e-05,1.29521955596147e-05,1.01767250825544e-05
"1772","P37744","rmlA",32654.70736,635,405,484,623,381,523,461,703,477,236,330,418,688,0.000122976106499976,7.84335797362053e-05,9.37329693637614e-05,0.000120652148581866,7.37856638999858e-05,0.000101285832597618,8.92787166873843e-05,0.000136145201369265,9.23773272448641e-05,4.57045057228258e-05,6.39088427480192e-05,8.09512008141576e-05,0.000133240253971628
