"reaction_id","direction","value","par_type","unit","condition","notes","saturation","model_type","enzyme","MW","num_pp_subunits","kcat_times_pp_num","EC_kcat_value","ec_cost","enzyme_pool_bound_g_gDw"
"3OAR100","fwd",4.47652048309146,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8005",102.24,4,17.9060819323658,17.9060819323658,0.00158605328107351,0.238325537615054
"3HAD60","fwd",2.74511327309038,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABA-CPLX",37.938,2,5.49022654618076,5.49022654618076,0.00191947149078288,0.238325537615054
"3HAD100","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.238325537615054
"3HAD140","fwd",2.74511327309038,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABA-CPLX",37.938,2,5.49022654618076,5.49022654618076,0.00191947149078288,0.238325537615054
"3HAD160","fwd",2.74511327309038,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABA-CPLX",37.938,2,5.49022654618076,5.49022654618076,0.00191947149078288,0.238325537615054
"EAR40x","fwd",2.68912719196333,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,10.7565087678533,10.7565087678533,0.00287825731082249,0.238325537615054
"EAR60y","fwd",2.33507712266043,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8006",111.456,4,9.34030849064172,9.34030849064172,0.00331466568058427,0.238325537615054
"EAR60x","fwd",2.68912719196333,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,10.7565087678533,10.7565087678533,0.00287825731082249,0.238325537615054
"EAR80x","fwd",2.68912719196333,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","CPLX0-8006",111.456,4,10.7565087678533,10.7565087678533,0.00287825731082249,0.238325537615054
"3OAR180","fwd",2.90388127751107,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8005",102.24,4,11.6155251100443,11.6155251100443,0.00244500353887933,0.238325537615054
"3OAR180","bwd",2.66088378223201,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CPLX0-8005",102.24,4,10.643535128928,10.643535128928,0.00266828639695205,0.238325537615054
"3OAS180","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"3HAD180","fwd",2.40749402726052,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","FABA-CPLX",37.938,2,4.81498805452104,4.81498805452104,0.00218865202031776,0.238325537615054
"NADH16pp","fwd",106.732246466263,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","NADH-DHI-CPLX",540.414,13,1387.51920406142,1387.51920406142,0.000108189493565637,0.238325537615054
"NADH17pp","fwd",4.04801227063389,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","NADH-DHI-CPLX",540.414,13,52.6241595182406,52.6241595182406,0.00285258712679235,0.238325537615054
"VPAMTr","bwd",49.1306095077642,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","VALINE-PYRUVATE-AMINOTRANSFER-MONOMER",46.711,1,49.1306095077642,49.1306095077642,0.000264097635013611,0.238325537615054
"PIt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","PITA-MONOMER",53.389,1,65,65,0.00022815811965812,0.238325537615054
"PIt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","PITA-MONOMER",53.389,1,65,65,0.00022815811965812,0.238325537615054
"PItpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","EG11919-MONOMER",59.467,1,65,65,0.000254132478632479,0.238325537615054
"PItpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","EG11919-MONOMER",59.467,1,65,65,0.000254132478632479,0.238325537615054
"SUCCt1pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","EG11512-MONOMER",20.071,1,65,65,8.57735042735043e-05,0.238325537615054
"SUCCt1pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","EG11512-MONOMER",20.071,1,65,65,8.57735042735043e-05,0.238325537615054
"NDPK5","fwd",5.00431842758334,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,5.00431842758334,5.00431842758334,0.0013092025940145,0.238325537615054
"NDPK5","bwd",3.7609137738525,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,3.7609137738525,3.7609137738525,0.00174204117951778,0.238325537615054
"SHK3Dr","fwd",14.0212825297704,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AROE-MONOMER",29.414,1,14.0212825297704,14.0212825297704,0.0005827252634135,0.238325537615054
"SHK3Dr","bwd",3.46166351361112,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AROE-MONOMER",29.414,1,3.46166351361112,3.46166351361112,0.00236029744757954,0.238325537615054
"NDPK6","fwd",0.0962113235024591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,0.0962113235024591,0.0962113235024591,0.0680966275918573,0.238325537615054
"NDPK6","bwd",4.99780049239237,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,4.99780049239237,4.99780049239237,0.00131091000463896,0.238325537615054
"NDPK8","fwd",3.94856841844601,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,3.94856841844601,3.94856841844601,0.00165925114430336,0.238325537615054
"NDPK8","bwd",2.49346855422433,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,2.49346855422433,2.49346855422433,0.00262753129794523,0.238325537615054
"DHORTS","fwd",5.28456661531429,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIHYDROOROT-CPLX",77.654,2,10.5691332306286,10.5691332306286,0.00204090109234745,0.238325537615054
"DHORTS","bwd",14.3002400767693,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIHYDROOROT-CPLX",77.654,2,28.6004801535386,28.6004801535386,0.000754202567221122,0.238325537615054
"OMPDC","fwd",58.9910628293098,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","OROTPDECARB-CPLX",52.7,2,117.98212565862,117.98212565862,0.00012407717531083,0.238325537615054
"G5SD","fwd",9.68192474118907,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLUTSEMIALDEHYDROG-CPLX",178.52,4,38.7276989647563,38.7276989647563,0.00128045017428009,0.238325537615054
"CS","fwd",31.4913433767798,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CITRATE-SI-SYNTHASE",288.09,6,188.948060260679,188.948060260679,0.000423529089896953,0.238325537615054
"ICDHyr","fwd",10.0848967320766,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ISOCITHASE-CPLX",91.514,2,20.1697934641532,20.1697934641532,0.00126032800488187,0.238325537615054
"ICDHyr","bwd",3.74750967137207,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ISOCITHASE-CPLX",91.514,2,7.49501934274414,7.49501934274414,0.00339165976671761,0.238325537615054
"ACALD","fwd",16.370943793886,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","MHPF-MONOMER",33.442,1,16.370943793886,16.370943793886,0.000567434874946779,0.238325537615054
"ACALD","bwd",8.19452345164255,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","MHPF-MONOMER",33.442,1,8.19452345164255,8.19452345164255,0.00113361618881967,0.238325537615054
"PPA","fwd",28.4366570900938,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ALKAPHOSPHA-CPLX",98.878,2,56.8733141801876,56.8733141801876,0.000482934949493047,0.238325537615054
"PPCK","fwd",35.587293063962,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PEPCARBOXYKIN-MONOMER",59.643,1,35.587293063962,35.587293063962,0.000465545383578987,0.238325537615054
"ME1","fwd",82.029514720553,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","MALIC-NAD-CPLX",252.788,4,328.118058882212,328.118058882212,0.000214004950316057,0.238325537615054
"ALATA_L","fwd",32.7122406320375,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G6646-MONOMER",44.729,1,32.7122406320375,32.7122406320375,0.000379818746199054,0.238325537615054
"ALATA_L","bwd",12.1988681743575,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G6646-MONOMER",44.729,1,12.1988681743575,12.1988681743575,0.00101851434449792,0.238325537615054
"XYLK","fwd",9.379294311,"kcat","s-1","manual_curation","Heckmann_et_al_2020: kcat_in_vitro_per_s_ensemble_model",1,"general","RIBULOKIN-MONOMER",61.089,1,9.379294311,9.379294311,0.00180921571538333,0.238325537615054
"RBK","fwd",2.89024628988296,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7647",64.58,2,5.78049257976592,5.78049257976592,0.00310334952278674,0.238325537615054
"GLYK","fwd",14.28,"kcat","s-1","manual_curation","Heckmann_et_al_2020: kcat_in_vitro_per_s_ensemble_model",1,"general","GLYCEROL-KIN-CPLX",224.924,4,57.12,57.12,0.00109381808278867,0.238325537615054
"ASPTA","fwd",3.50242927528108,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TYRB-DIMER",87.076,2,7.00485855056216,7.00485855056216,0.00345300017169321,0.238325537615054
"ASPTA","bwd",21.5778026792875,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TYRB-DIMER",87.076,2,43.155605358575,43.155605358575,0.000560478240933114,0.238325537615054
"FBP","fwd",104.90782631666,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","EG11736-MONOMER",21.294,1,104.90782631666,104.90782631666,5.63828286952187e-05,0.238325537615054
"PYK","fwd",60.9955643127855,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PKI-COMPLEX",202.916,4,243.982257251142,243.982257251142,0.000231023174351305,0.238325537615054
"GTHOr","fwd",3.41978411729473,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLUTATHIONE-REDUCT-NADPH-CPLX",97.544,2,6.83956823458946,6.83956823458946,0.0039615886012404,0.238325537615054
"GTHOr","bwd",2.28720726634714,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLUTATHIONE-REDUCT-NADPH-CPLX",97.544,2,4.57441453269428,4.57441453269428,0.00592328381302089,0.238325537615054
"ILETA","fwd",6.93049972028169,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","BRANCHED-CHAINAMINOTRANSFER-CPLX",204.564,6,41.5829983216901,41.5829983216901,0.0013665039950641,0.238325537615054
"ILETA","bwd",8.45874420054375,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","BRANCHED-CHAINAMINOTRANSFER-CPLX",204.564,6,50.7524652032625,50.7524652032625,0.00111961720688359,0.238325537615054
"DHORD5","fwd",0.00266836643542162,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIHYDROOROTOX-MONOMER",36.775,1,0.00266836643542162,0.00266836643542162,3.82828896442917,0.238325537615054
"VALTA","fwd",3.40552600451716,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","BRANCHED-CHAINAMINOTRANSFER-CPLX",204.564,6,20.433156027103,20.433156027103,0.00278093767100695,0.238325537615054
"VALTA","bwd",19.0532877363441,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","BRANCHED-CHAINAMINOTRANSFER-CPLX",204.564,6,114.319726418065,114.319726418065,0.000497056239668836,0.238325537615054
"IPPMIb","fwd",3.65918729423289,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","3-ISOPROPYLMALISOM-CPLX",72.369,2,7.31837458846578,7.31837458846578,0.00274685311020876,0.238325537615054
"IPPMIb","bwd",8.52315462273109,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","3-ISOPROPYLMALISOM-CPLX",72.369,2,17.0463092454622,17.0463092454622,0.00117928753435888,0.238325537615054
"ORPT","fwd",5.58594459777186,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","OROPRIBTRANS-CPLX",47.134,2,11.1718891955437,11.1718891955437,0.001171939458816,0.238325537615054
"ORPT","bwd",80.8575378141401,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","OROPRIBTRANS-CPLX",47.134,2,161.71507562828,161.71507562828,8.09620112838024e-05,0.238325537615054
"ACHBS","fwd",7.39598742300197,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ACETOLACTSYNI-CPLX",143.094,4,29.5839496920079,29.5839496920079,0.00134357764082026,0.238325537615054
"DHAD2","fwd",12.7664883998379,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIHYDROXYACIDDEHYDRAT-CPLX",131.064,2,25.5329767996758,25.5329767996758,0.00142586847402489,0.238325537615054
"ACLS","fwd",29.7963679724139,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ACETOLACTSYNI-CPLX",143.094,4,119.185471889656,119.185471889656,0.000333499819257612,0.238325537615054
"TRPS2","fwd",4.79727888903391,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-2401",85.966,2,9.59455777806782,9.59455777806782,0.00248885305574275,0.238325537615054
"PSCVT","fwd",8.65994864208381,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AROA-MONOMER",46.096,1,8.65994864208381,8.65994864208381,0.00147858203017742,0.238325537615054
"PSCVT","bwd",3.52097503874276,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AROA-MONOMER",46.096,1,3.52097503874276,3.52097503874276,0.00363661892048418,0.238325537615054
"PFL","fwd",12.6110345608035,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","KETOBUTFORMLY-MONOMER",85.935,1,12.6110345608035,12.6110345608035,0.00189285289943829,0.238325537615054
"ANS","fwd",3.65552348894893,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ANTHRANSYN-CPLX",228.73,4,14.6220939557957,14.6220939557957,0.00434521288833105,0.238325537615054
"FRD2","fwd",7.85393704675326,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FUMARATE-REDUCTASE",121.217,4,31.415748187013,31.415748187013,0.00107179968111688,0.238325537615054
"ANPRT","fwd",3.17338205641757,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ANTHRANSYNCOMPII-MONOMER",56.87,1,3.17338205641757,3.17338205641757,0.00497803981410789,0.238325537615054
"CHORM","fwd",13.0116763768099,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CHORISMUTPREPHENDEHYDROG-CPLX",84.084,2,26.0233527536198,26.0233527536198,0.000897527189820604,0.238325537615054
"PTAr","fwd",46.4459265343548,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7912",72.134,2,92.8918530687096,92.8918530687096,0.000215704839125141,0.238325537615054
"PTAr","bwd",27.5564088075945,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7912",72.134,2,55.112817615189,55.112817615189,0.000363567371244326,0.238325537615054
"CHORS","fwd",32.6496299070737,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AROC-CPLX",156.548,4,130.598519628295,130.598519628295,0.000332971274707575,0.238325537615054
"IGPS","fwd",3.3782204712377,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PRAI-IGPS",49.492,1,3.3782204712377,3.3782204712377,0.00406953243425848,0.238325537615054
"ACKr","fwd",57.6480788258165,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GARTRANSFORMYL2-MONOMER",42.434,1,57.6480788258165,57.6480788258165,0.000204468604371661,0.238325537615054
"ACKr","bwd",139.780070170674,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GARTRANSFORMYL2-MONOMER",42.434,1,139.780070170674,139.780070170674,8.43269159031742e-05,0.238325537615054
"LEUTAi","fwd",16.0854015399696,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TYRB-DIMER",87.076,2,32.1708030799392,32.1708030799392,0.000751854957356056,0.238325537615054
"ENO","fwd",58.1848761721395,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ENOLASE-CPLX",91.31,2,116.369752344279,116.369752344279,0.000217959464361925,0.238325537615054
"ENO","bwd",53.8145353220004,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ENOLASE-CPLX",91.31,2,107.629070644001,107.629070644001,0.00023566020534344,0.238325537615054
"FBA","fwd",63.4163125546283,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FRUCBISALD-CLASSII",78.294,2,126.832625109257,126.832625109257,0.000171472705186058,0.238325537615054
"FBA","bwd",42.1200361300216,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FRUCBISALD-CLASSII",78.294,2,84.2400722600432,84.2400722600432,0.000258170876993051,0.238325537615054
"HCO3E","fwd",62.0239021864702,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CARBODEHYDRAT-CPLX",47.528,2,124.04780437294,124.04780437294,0.000106428503825273,0.238325537615054
"HCO3E","bwd",6.09910261546728,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CARBODEHYDRAT-CPLX",47.528,2,12.1982052309346,12.1982052309346,0.001082308583294,0.238325537615054
"IMPC","fwd",4.27778442438626,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AICARTRANSIMPCYCLO-CPLX",57.329,1,4.27778442438626,4.27778442438626,0.00372265655357492,0.238325537615054
"IMPC","bwd",11.8847026786785,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AICARTRANSIMPCYCLO-CPLX",57.329,1,11.8847026786785,11.8847026786785,0.00133993442265843,0.238325537615054
"IMPD","fwd",1.3996236645257,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","IMP-DEHYDROG-CPLX",208.088,4,5.5984946581028,5.5984946581028,0.0103246007636292,0.238325537615054
"PPS","fwd",41.2332643931583,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PEPSYNTH-CPLX",174.87,2,82.4665287863166,82.4665287863166,0.00058902685386292,0.238325537615054
"PGI","fwd",129.94468556604,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX-8401",62.152,2,259.88937113208,259.88937113208,6.6429975066854e-05,0.238325537615054
"PGI","bwd",85.4624318386641,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX-8401",62.152,2,170.924863677328,170.924863677328,0.000101006044837551,0.238325537615054
"PGK","fwd",19.8400176172734,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PGK",41.118,1,19.8400176172734,19.8400176172734,0.000575688332893544,0.238325537615054
"PGK","bwd",114.571049242897,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PGK",41.118,1,114.571049242897,114.571049242897,9.96906875004007e-05,0.238325537615054
"PGL","fwd",588.747629875143,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","6PGLUCONOLACT-MONOMER",36.308,1,588.747629875143,588.747629875143,1.71305242582368e-05,0.238325537615054
"RPE","fwd",70.0209263106985,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","RIBULP3EPIM-MONOMER",24.554,1,70.0209263106985,70.0209263106985,9.74073882612067e-05,0.238325537615054
"RPE","bwd",4.62928619064774,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","RIBULP3EPIM-MONOMER",24.554,1,4.62928619064774,4.62928619064774,0.00147334929720584,0.238325537615054
"DHQTi","fwd",40.3147109944244,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AROD-CPLX",54.934,2,80.6294219888488,80.6294219888488,0.000189254047319784,0.238325537615054
"IPMD","fwd",9.64357492966325,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G6986-MONOMER",40.315,1,9.64357492966325,9.64357492966325,0.00116125100834387,0.238325537615054
"AIRC3","fwd",7.51607060264252,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PURE-CPLX",142.24,8,60.1285648211402,60.1285648211402,0.000657110496960002,0.238325537615054
"AIRC3","bwd",30.1326412593048,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PURE-CPLX",142.24,8,241.061130074438,241.061130074438,0.000163904944355443,0.238325537615054
"TALA","fwd",39.8354070365591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TRANSALDOLA-MONOMER",35.659,1,39.8354070365591,39.8354070365591,0.00024865511650696,0.238325537615054
"TALA","bwd",3.30274872857859,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TRANSALDOLA-MONOMER",35.659,1,3.30274872857859,3.30274872857859,0.00299910123106481,0.238325537615054
"ADSL2r","fwd",10.2418654294629,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7959",206.172,4,40.9674617178516,40.9674617178516,0.00139793869570017,0.238325537615054
"ADSL2r","bwd",3.19339342452988,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7959",206.172,4,12.7735736981195,12.7735736981195,0.00448347513025514,0.238325537615054
"TKT1","fwd",66.2379265801991,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-1261",73.043,1,66.2379265801991,66.2379265801991,0.000306315781150788,0.238325537615054
"TKT1","bwd",6.07989957898194,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-1261",73.043,1,6.07989957898194,6.07989957898194,0.0033371804844217,0.238325537615054
"RNDR1","fwd",12.9,"kcat","s-1","manual_curation","max entry for escherichia coli in Brenda (from GECKO3 db)",1,"general","RIBONUCLEOSIDE-DIP-REDUCTI-CPLX",258.584,4,51.6,51.6,0.00139203273040482,0.238325537615054
"ALCD2x","fwd",2.79577791442476,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8015",141.52,4,11.183111657699,11.183111657699,0.00351522119374059,0.238325537615054
"ALCD2x","bwd",3.61105120912694,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8015",141.52,4,14.4442048365078,14.4442048365078,0.00272158360782535,0.238325537615054
"RNDR3","fwd",12.9,"kcat","s-1","manual_curation","max entry for escherichia coli in Brenda (from GECKO3 db)",1,"general","RIBONUCLEOSIDE-DIP-REDUCTI-CPLX",258.584,4,51.6,51.6,0.00139203273040482,0.238325537615054
"RNDR4","fwd",12.9,"kcat","s-1","manual_curation","max entry for escherichia coli in Brenda (from GECKO3 db)",1,"general","RIBONUCLEOSIDE-DIP-REDUCTI-CPLX",258.584,4,51.6,51.6,0.00139203273040482,0.238325537615054
"TMDS","fwd",4.6398850905372,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","THYMIDYLATESYN-CPLX",60.96,2,9.2797701810744,9.2797701810744,0.00182475783375196,0.238325537615054
"DHAD1","fwd",38.4179472067832,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIHYDROXYACIDDEHYDRAT-CPLX",131.064,2,76.8358944135664,76.8358944135664,0.000473823685460198,0.238325537615054
"IPPMIa","fwd",3.33618686018532,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","3-ISOPROPYLMALISOM-CPLX",72.369,2,6.67237372037064,6.67237372037064,0.00301279587182406,0.238325537615054
"IPPMIa","bwd",8.23008259668299,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","3-ISOPROPYLMALISOM-CPLX",72.369,2,16.460165193366,16.460165193366,0.0012212817893287,0.238325537615054
"MDH","fwd",95.5484573348072,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","MALATE-DEHASE",64.674,2,191.096914669614,191.096914669614,9.40098903797558e-05,0.238325537615054
"MDH","bwd",4.95038768907278,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","MALATE-DEHASE",64.674,2,9.90077537814556,9.90077537814556,0.0018145043508062,0.238325537615054
